Y_01,Y_05,Y_07,Y_11
1.304,32.616,2.841,24.461
1.602,31.088,3.249,24.112
1.438,28.613,3.178,24.518
2.082,34.854,2.761,25.279
1.264,31.739,2.889,24.404
1.013,27.666,3.646,23.268
0.831,29.302,3.431,24.505
1.47,28.761,3.491,24.362
1.521,25.414,3.879,22.475
1.528,23.58,3.671,23.058
1.481,33.521,3.493,25.021
1.465,28.456,4.042,23.435
1.176,25.775,3.994,23.232
2.141,28.813,3.104,25.45
1.705,32.477,3.184,25.434
1.468,33.969,3.488,25.411
1.485,31.372,3.514,24.43
1.735,28.156,2.887,24.279
1.523,32.228,2.759,25.288
1.901,33.816,2.97,25.403
1.32,32.624,3.281,25.045
0.977,29.803,3.436,24.12
1.588,33.336,2.75,25.6
1.638,30.045,3.161,24.911
1.304,31.896,3.269,24.644
1.669,29.925,3.795,24.467
1.068,30.568,3.211,24.72
1.238,30.108,3.531,24.567
1.682,31.862,3.253,24.804
1.713,32.555,3.34,23.988
1.467,30.329,3.226,24.076
1.442,33.741,2.979,25.591
1.547,32.968,3.134,24.527
1.635,26.837,3.474,23.681
1.384,27.735,3.552,23.899
1.255,32.277,2.978,25.185
1.076,30.811,3.55,24.272
1.481,29.106,3.696,23.938
0.991,30.142,3.725,23.45
1.096,31.092,2.588,24.662
1.394,32.344,2.658,24.97
1.484,34.488,2.391,24.903
0.991,29.562,2.92,24.607
1.983,31.137,2.858,25.149
1.638,32.432,2.667,25.548
1.84,32.301,3.651,25.178
0.963,24.68,3.766,23.044
1.478,29.562,3.759,23.591
1.206,29.902,3.666,24.492
0.33,25.583,3.993,21.875
1.627,29.846,3.42,23.899
1.355,31.36,3.039,25.017
1.179,33.648,2.441,25.052
1.324,30.103,3.305,24.392
1.38,32.187,2.703,24.465
1.61,32.807,3.681,24.174
1.639,32.579,3.627,24.73
1.553,33.399,3.357,25.06
1.218,32.3,3.378,25.044
1.059,25.594,4.135,21.918
1.353,33.919,3.074,25.27
1.477,33.849,3.072,25.284
1.208,30.163,3.486,23.639
1.112,27.914,3.567,23.923
1.449,29.699,2.797,23.891
0.867,31.796,3.367,24.573
1.41,31.986,2.902,24.57
1.121,25.957,3.662,24.122
1.37,32.173,3.045,25.168
1.53,30.942,3.393,25.009
1.253,31.437,3.116,24.399
0.994,32.768,3.133,24.45
0.534,19.395,2.94,22.016
0.756,24.731,3.118,21.344
1.085,21.539,3.53,21.835
2.368,34.149,2.894,25.065
1.545,32.709,3.188,24.788
1.334,35.233,2.735,25.944
1.791,35.396,2.423,25.744
0.776,29.036,3.752,23.881
1.497,31.971,3.086,24.697
0.841,31.58,2.748,23.999
1.518,31.92,3.431,25.154
0.665,30.122,3.498,23.996
1.82,23.785,3.594,23.899
1.357,30.229,3.719,24.235
1.124,30.546,3.748,23.732
1.233,30.267,3.045,24.54
1.131,33.054,3.264,25.282
1.665,25.506,3.311,23.494
1.711,29.98,3.853,23.09
1.039,29.001,3.131,24.332
1.665,34.232,3.561,25.08
1.25,30.666,2.899,24.767
1.482,30.947,3.417,24.383
1.108,31.16,3.528,23.818
1.619,32.386,3.558,23.196
1.629,33.643,2.8,25.041
1.781,33.226,3.024,25.337
1.534,33.345,2.942,24.984
1.441,33.625,3.049,25.305
1.848,32.504,3.314,24.568
0.903,30.398,3.563,24.476
1.298,32.719,3.26,24.611
1.659,34.107,2.818,25.407
1.345,33.44,2.927,24.922
1.446,32.459,2.911,24.819
1.506,32.416,3.678,22.829
1.848,35.613,2.685,25.367
0.997,33.552,3.144,24.007
1.642,34.387,2.913,25.676
1.479,32.561,2.811,24.714
1.59,28.318,3.419,23.898
1.112,26.331,3.271,22.716
1.252,27.964,3.551,23.408
1.012,30.374,3.624,24.139
1.237,33.326,3.015,24.9
1.309,30.44,3.684,23.847
1.225,23.311,3.449,23.096
1.257,30.695,3.28,24.875
1.554,28.101,3.952,23.873
1.487,32.088,3.159,24.006
1.515,31.871,2.927,24.984
1.072,34.443,2.517,24.937
1.192,33.858,2.697,25.345
1.102,27.519,3.494,24.832
0.143,25.423,3.16,22.073
1.883,35.022,3.204,24.869
1.052,31.958,3.003,24.597
1.245,34.915,2.805,25.838
1.036,32.359,2.333,24.867
1.286,32.904,2.41,24.6
0.905,30.559,2.976,24.542
1.48,33.673,2.899,25.097
1.851,34.168,2.63,25.927
1.102,29.798,3.262,24.526
1.327,28.811,3.339,24.075
1.184,34.413,2.718,25.171
1.194,34.344,3.036,25.365
1.283,32.997,2.742,24.289
1.34,32.913,3.099,23.62
1.689,33.54,3.288,24.853
1.39,32.396,2.9,23.878
1.228,31.715,3.095,24.451
1.655,30.057,2.833,24.519
0.768,33.216,3.251,23.377
0.974,31.88,3.316,24.438
1.211,31.7,2.088,24.852
1.641,29.411,3.223,23.014
1.138,30.853,2.78,23.153
0.904,29.576,2.994,23.315
0.624,31.411,3.152,23.934
1.24,32.636,3.015,24.415
1.37,29.364,3.484,23.596
1.083,29.199,2.99,23.774
1.029,32.593,3.741,24.496
1.098,31.641,3.102,24.121
0.977,33.497,2.71,25.198
1.164,33.42,3.005,24.837
1.694,32.813,3.415,24.756
0.418,27.235,3.959,23.59
1.215,30.858,3.506,23.993
0.75,28.153,3.46,24.23
1.659,34.885,2.26,25.944
1.737,29.927,3.375,25.035
0.591,29.974,3.618,23.645
1.932,29.026,3.033,24.646
1.484,32.12,2.838,25.296
1.423,30.094,3.481,23.962
1.113,31.371,3.215,24.522
1.33,31.868,2.813,24.03
0.906,31.372,3.433,24.337
1.522,33.334,2.853,25.169
1.272,32.323,2.973,24.751
1.248,34.497,2.855,24.516
1.082,28.437,3.372,24.793
1.491,30.138,3.776,24.27
0.878,27.045,3.809,22.622
0.751,30.298,3.112,24.57
0.595,26.929,3.696,22.707
1.081,26.791,3.487,23.56
1.279,31.826,2.736,24.771
1.319,28.203,3.503,23.382
0.824,29.02,3.308,24.477
0.789,30.241,3.8,24.025
0.781,29.99,3.019,24.321
1.398,33.739,3.085,24.421
0.477,32.873,3.948,23.86
0.799,31.091,3.515,24.734
0.968,33.107,3.523,25.337
1.345,31.478,3.306,24.31
0.832,26.127,3.713,23.402
1.387,33.579,2.587,24.83
0.632,27.276,3.54,23.984
1.33,31.698,2.839,24.008
1.203,31.308,2.719,25.004
1.175,29.321,3.657,24.094
1.005,27.236,3.609,23.878
1.077,29.138,3.524,23.956
2.011,28.89,3.463,24.173
1.073,32.788,3.469,24.477
0.862,31.835,3.445,24.345
0.993,28.508,3.522,24.455
0.887,27.755,3.434,23.972
1.257,32.249,3.271,24.73
1.095,30.572,3.039,25.058
1.304,33.391,3.227,25.338
1.403,32.318,3.093,24.375
1.374,32.345,2.937,24.788
1.427,33.841,2.947,24.888
1.082,33.28,3.51,23.761
1.009,30.0,2.523,25.207
1.241,31.707,3.475,24.464
0.546,30.404,3.552,24.104
1.634,29.895,2.989,23.65
1.043,32.162,3.326,24.661
0.82,29.473,3.031,23.537
1.425,26.979,2.617,25.153
1.07,31.124,3.326,23.703
1.007,34.101,3.012,24.487
0.776,27.929,3.356,23.956
1.806,28.74,3.1,23.465
1.264,32.672,3.147,25.215
0.921,33.067,2.52,24.841
1.716,32.5,3.46,24.527
1.367,30.034,3.463,24.627
1.174,31.641,3.361,24.094
0.837,30.039,3.464,23.78
0.999,31.368,2.842,24.587
0.952,30.751,3.001,24.58
1.143,30.041,3.239,24.949
1.009,28.24,3.557,24.067
1.535,33.141,3.428,25.058
1.752,30.984,3.417,24.582
1.234,28.156,3.471,23.457
1.012,23.971,3.57,22.844
0.808,30.098,3.933,22.781
1.902,33.637,2.445,25.837
1.098,32.195,2.858,24.796
0.84,25.967,3.041,24.232
1.317,29.749,2.93,24.767
0.925,31.794,2.612,24.847
0.735,33.913,2.982,24.451
1.287,32.272,2.561,24.904
0.663,31.249,3.603,24.61
1.468,33.18,3.456,24.661
0.911,31.889,3.219,24.842
0.774,32.335,3.087,24.446
1.084,32.89,3.209,24.853
1.3,33.27,3.078,24.477
1.04,33.167,3.247,24.577
1.356,31.413,3.382,24.515
0.929,31.898,2.675,24.569
0.927,31.027,3.075,24.57
1.207,32.912,3.073,25.013
1.239,32.196,3.529,24.475
1.068,28.521,3.04,23.726
1.456,33.15,2.957,23.548
1.058,28.526,3.084,23.505
1.215,26.7,3.127,23.673
0.918,33.65,3.455,24.126
1.145,32.588,2.724,24.571
0.657,24.571,3.746,22.595
1.041,30.069,3.551,23.931
1.306,32.708,3.18,24.568
1.131,29.803,2.638,23.627
0.719,29.702,3.397,23.153
1.054,32.007,3.127,24.365
1.122,33.216,2.525,24.927
1.489,34.488,3.132,24.664
0.85,24.973,3.25,22.98
1.083,32.215,2.773,24.51
0.871,31.683,3.032,24.562
1.037,29.002,3.574,23.29
1.773,30.955,3.249,24.152
0.92,32.306,2.881,24.712
1.022,31.779,3.326,24.819
0.574,26.99,4.387,22.188
1.493,28.093,3.53,24.61
1.242,30.434,3.113,23.734
1.755,28.858,3.316,23.345
1.029,30.957,2.887,24.062
0.977,31.493,3.346,23.869
0.822,31.592,2.95,23.883
1.586,26.369,3.447,23.639
0.938,30.253,3.247,23.888
0.962,24.812,3.7,22.723
0.827,21.988,3.596,22.232
1.06,25.775,3.327,22.701
1.347,27.271,3.514,24.162
0.875,28.624,2.924,23.762
1.02,26.73,3.431,22.713
1.007,30.025,3.519,24.003
0.897,29.399,3.091,24.54
1.915,27.756,2.662,24.626
0.832,29.523,3.52,23.336
1.369,30.985,3.019,23.797
0.636,31.827,3.233,23.712
1.104,28.627,4.16,22.378
1.949,27.676,3.231,24.157
0.725,30.894,3.751,23.924
1.79,29.465,2.825,24.285
1.065,29.161,3.193,23.798
1.875,34.518,2.816,25.592
1.643,32.435,3.241,24.584
1.242,33.604,2.866,24.7
0.991,30.833,3.107,24.077
1.132,33.416,2.684,24.466
1.071,31.956,3.026,24.885
0.687,26.906,3.818,22.71
0.978,30.722,2.575,24.862
2.031,32.335,2.493,25.386
1.339,29.186,4.559,22.643
0.691,29.236,3.441,23.4
1.615,30.816,3.161,24.529
1.069,28.526,3.31,24.207
0.862,24.828,3.887,22.349
1.014,27.371,3.288,23.449
1.42,30.908,3.554,24.11
1.11,28.309,3.082,23.311
1.19,26.474,3.672,23.308
0.798,29.59,3.472,23.435
0.847,26.125,3.69,23.18
1.01,32.146,3.289,24.395
1.561,30.829,3.749,23.958
1.462,31.498,3.183,24.558
1.397,29.921,3.222,24.036
1.077,33.838,3.079,23.64
1.22,32.609,2.573,24.169
0.918,26.27,3.416,23.682
1.285,28.842,3.118,24.817
0.934,32.073,3.354,23.473
1.222,26.814,3.826,23.99
1.554,30.298,3.24,25.007
1.343,30.717,3.009,24.799
1.18,32.004,3.115,24.828
0.958,27.793,3.759,23.447
1.381,29.935,4.138,23.441
1.093,29.237,3.742,23.414
1.103,30.099,3.564,23.052
1.671,33.351,3.623,23.968
1.482,32.542,3.069,24.81
0.805,31.489,3.668,23.376
0.788,31.217,3.645,23.491
1.255,30.865,3.037,24.312
1.225,31.31,3.192,24.222
1.11,28.083,3.277,23.79
0.889,31.633,2.973,23.761
0.994,31.425,3.376,23.752
1.405,29.434,3.125,23.193
2.142,26.622,4.076,22.639
1.92,27.362,3.313,22.739
1.407,27.887,3.707,22.604
1.888,31.322,3.105,23.097
1.619,29.302,3.419,23.642
0.927,28.0,3.251,23.981
1.134,30.257,3.279,23.448
0.879,28.017,3.804,22.788
0.814,23.131,3.825,23.103
1.238,32.348,2.55,24.527
1.047,31.85,3.552,24.171
0.847,30.048,2.624,24.924
1.751,30.811,3.691,24.28
1.176,24.883,3.606,22.347
1.319,28.055,3.876,22.985
1.729,29.128,3.608,24.138
1.088,33.313,2.577,25.058
1.28,32.253,3.367,24.591
1.141,30.028,3.415,24.129
1.453,32.665,2.555,24.981
1.212,31.216,3.031,24.212
1.24,29.026,3.124,24.714
1.153,30.567,3.034,23.562
0.967,33.026,3.336,23.852
1.156,31.167,3.136,23.377
1.132,30.131,3.156,24.439
0.659,25.208,3.438,22.543
1.186,28.921,3.667,23.662
1.33,31.715,3.051,24.381
1.467,32.209,3.011,24.047
1.392,30.55,3.849,24.367
1.106,33.709,2.658,24.835
1.086,27.156,3.279,23.685
0.958,31.226,3.175,23.737
1.021,32.977,3.061,23.085
1.152,28.827,3.089,24.045
1.338,32.602,3.096,23.459
1.12,30.203,3.285,23.619
0.682,31.779,3.209,23.937
1.442,33.584,3.099,24.186
1.447,30.82,3.27,24.18
1.136,33.277,2.601,24.172
1.399,33.495,3.387,24.039
0.79,31.201,3.516,24.399
1.308,29.042,2.552,24.299
1.202,31.243,3.514,24.003
0.738,29.621,3.609,23.884
1.557,30.909,2.689,24.702
0.823,26.323,3.058,23.824
0.943,27.152,3.275,23.446
1.126,32.727,3.205,24.25
1.233,32.235,2.996,23.935
1.398,30.443,3.109,24.489
1.26,32.314,2.857,24.592
1.424,31.035,2.92,24.151
0.957,31.507,3.457,23.966
0.945,29.536,3.676,24.173
0.816,27.591,3.209,23.643
0.685,27.49,3.54,23.666
1.531,30.188,3.093,24.131
1.328,28.31,3.747,23.627
1.243,32.287,2.973,24.08
1.288,29.55,3.561,23.649
1.359,32.557,3.112,25.243
0.978,29.908,3.354,23.932
1.121,34.057,3.051,24.612
1.539,31.177,3.353,24.81
1.714,27.375,3.705,23.588
1.06,31.334,2.881,24.168
0.54,28.58,3.674,22.321
1.184,26.977,3.192,23.686
1.169,27.73,3.157,23.497
1.346,25.203,3.415,23.527
1.576,33.464,3.178,24.199
1.421,28.398,4.91,22.143
1.572,25.2,3.437,22.201
0.881,32.234,2.809,23.823
0.993,25.72,3.769,22.313
0.625,24.541,3.829,21.641
0.855,27.517,3.707,21.624
0.892,25.909,3.997,22.042
0.86,24.466,3.579,22.292
1.132,24.315,3.752,23.184
0.837,28.495,3.818,22.369
0.624,26.93,3.761,22.495
1.46,27.393,4.201,23.139
0.862,31.855,3.045,24.044
0.726,29.878,3.287,23.649
0.855,30.298,3.139,24.195
0.516,28.086,3.542,23.203
1.701,24.861,3.628,23.207
0.778,25.748,3.731,22.216
1.771,27.031,3.578,23.118
1.461,23.969,3.707,21.862
1.884,25.845,3.569,23.882
0.82,31.01,3.602,24.413
1.165,29.552,3.36,23.821
1.689,33.827,2.703,25.248
1.372,30.949,3.152,24.826
1.712,30.468,3.133,24.524
1.108,32.745,3.191,24.34
1.009,28.235,3.093,24.596
1.102,30.038,3.678,23.758
1.29,30.589,3.485,23.959
1.098,27.559,3.105,23.089
2.219,24.731,3.781,22.844
0.925,27.81,4.358,23.341
1.17,32.164,3.517,24.957
1.463,34.139,2.606,25.136
1.327,30.217,3.809,23.717
0.97,25.917,3.57,22.43
1.356,31.578,3.168,23.866
0.996,32.005,3.444,24.287
0.887,32.174,3.421,24.161
1.22,32.525,3.515,24.376
1.123,31.627,2.24,24.936
0.926,27.89,4.44,23.014
0.825,24.874,3.051,23.821
1.507,31.575,3.23,24.423
1.125,31.376,3.233,24.003
1.294,29.376,3.247,22.633
1.021,32.456,3.219,24.537
1.53,30.042,2.922,23.533
1.126,33.595,2.82,24.55
1.06,31.317,3.35,24.321
0.929,33.257,3.578,24.201
1.849,32.161,2.797,25.077
1.131,25.899,3.554,21.377
0.955,31.07,3.331,23.745
1.811,33.215,3.098,24.626
1.914,34.2,3.062,24.875
1.401,33.862,2.763,25.051
2.048,29.122,4.125,22.848
1.099,32.109,3.566,24.172
1.51,30.926,3.941,23.499
0.89,30.542,3.201,24.062
1.36,28.011,3.415,23.214
1.193,29.603,2.83,24.495
1.512,27.654,3.407,23.652
1.293,28.352,4.007,23.784
0.896,29.231,3.415,23.759
1.204,26.733,3.586,21.848
0.806,30.204,3.349,23.409
1.169,33.208,3.306,24.593
1.184,31.555,3.128,23.954
1.272,33.062,2.945,24.571
1.406,31.885,3.164,24.679
1.064,32.559,3.075,24.481
1.339,32.965,3.135,23.966
1.755,26.239,3.681,24.136
0.581,30.337,3.252,24.091
0.816,22.528,3.691,22.119
1.067,25.755,3.509,23.237
1.384,29.206,2.889,24.397
1.32,33.282,3.37,25.114
0.897,24.394,3.3,23.71
1.736,31.88,3.342,24.581
1.234,28.651,3.2,24.501
1.395,31.566,3.351,24.114
1.01,32.938,3.127,24.736
1.638,33.933,2.877,25.154
1.324,28.575,4.033,22.978
1.048,31.646,3.032,24.337
0.968,27.924,3.295,24.29
1.287,30.425,3.401,24.162
1.083,31.446,2.383,24.881
0.991,26.96,3.626,23.658
1.409,28.183,3.231,24.363
0.757,28.125,3.737,23.315
0.537,29.733,3.981,23.295
1.536,30.467,3.766,22.905
1.176,28.677,3.984,22.436
0.92,31.185,2.757,24.031
0.791,32.839,3.329,23.511
1.044,33.186,2.783,23.739
0.918,27.721,3.376,23.404
0.944,29.329,2.855,24.123
0.863,29.15,3.09,24.101
2.075,33.598,2.54,24.746
1.072,28.514,3.197,24.023
0.98,26.015,3.954,21.996
0.705,26.42,3.331,23.396
0.79,27.151,3.984,22.852
0.823,32.476,3.213,23.663
0.478,23.856,3.574,22.967
0.78,27.274,3.936,22.323
1.158,31.903,3.34,23.673
1.35,30.305,2.932,24.408
1.234,28.701,3.749,23.241
1.39,32.735,2.892,24.234
1.328,29.31,2.974,24.669
0.671,29.874,3.032,24.045
1.398,32.973,3.407,24.822
1.553,31.719,3.088,24.527
1.1,29.394,3.329,23.813
1.582,34.811,2.94,24.952
0.604,29.177,3.351,23.526
1.048,31.887,2.835,25.057
0.756,26.603,3.616,24.059
1.251,34.107,2.508,25.256
0.83,31.126,3.336,23.805
1.665,28.781,3.17,24.281
1.538,28.81,3.239,24.124
1.286,28.535,3.377,24.193
0.781,27.917,3.955,23.116
1.314,29.262,3.639,23.52
1.371,29.129,3.879,22.884
2.565,32.141,2.813,24.661
0.977,26.999,3.443,23.562
1.265,29.752,3.583,24.605
1.107,29.853,3.355,24.273
1.266,30.793,3.885,23.861
0.939,31.713,3.335,24.187
1.478,34.192,2.44,25.056
1.364,31.599,3.006,24.362
0.685,28.866,3.7,23.166
0.807,31.953,3.201,23.917
1.294,31.818,2.589,24.515
1.226,29.098,3.48,24.262
1.109,30.131,3.5,24.205
0.934,29.091,2.871,24.303
2.499,27.803,3.324,24.46
1.214,25.818,4.195,22.504
0.932,32.284,3.022,24.597
1.092,29.417,3.093,24.277
1.252,31.56,3.134,24.335
1.179,28.061,3.167,24.612
0.923,28.039,3.385,23.631
1.052,29.491,4.056,21.804
1.109,31.223,4.048,23.781
1.203,27.929,3.839,22.049
0.959,27.999,3.165,22.949
1.249,31.308,3.521,23.78
0.514,28.133,3.897,21.933
0.928,31.267,3.772,23.406
0.788,31.098,3.373,24.099
1.603,27.298,3.334,24.248
1.201,27.72,3.202,24.281
1.361,28.143,4.306,23.253
1.872,30.356,3.308,24.476
1.131,28.555,3.365,24.284
1.336,31.298,3.318,24.491
1.535,29.297,3.322,24.922
0.954,30.946,3.263,23.657
0.693,29.588,3.095,23.387
0.892,30.806,3.324,23.864
1.02,29.66,3.232,23.766
0.9,27.84,3.847,23.024
1.259,31.454,3.629,24.322
1.248,30.694,3.291,24.112
0.671,27.041,3.932,22.253
1.64,26.039,4.08,23.046
1.214,28.319,3.761,23.792
1.888,28.448,3.547,23.296
1.169,30.907,3.83,23.837
1.333,31.436,3.039,24.97
0.617,27.054,4.344,22.741
1.648,29.529,3.734,23.733
1.403,29.709,3.093,24.656
0.714,26.631,3.532,23.625
1.165,28.616,3.524,22.561
1.345,29.535,3.372,24.503
1.252,31.128,3.482,24.591
0.799,31.152,2.979,24.458
1.682,31.952,3.528,24.443
1.326,29.73,3.598,23.926
1.313,29.412,2.978,24.456
1.49,29.4,3.698,22.806
0.864,29.216,4.06,22.283
0.957,26.53,3.66,22.821
0.829,29.476,3.702,23.659
1.359,24.321,3.996,21.903
1.444,27.677,3.7,22.989
0.842,31.602,3.23,24.28
1.581,27.829,3.369,24.275
1.14,31.165,2.954,24.352
1.293,30.613,3.393,23.534
1.358,28.305,3.534,23.293
1.406,28.793,3.444,24.853
1.73,33.213,2.694,24.766
1.312,24.155,3.53,22.254
1.219,32.377,3.096,24.964
1.53,29.683,3.569,24.409
0.8,27.308,3.576,21.237
1.33,28.21,3.676,23.31
0.852,26.104,4.208,20.888
1.297,28.606,3.58,23.132
0.949,30.622,3.033,24.257
1.184,28.465,3.328,23.33
0.964,33.037,3.266,24.485
1.318,34.238,2.614,24.838
1.542,25.039,3.233,24.224
1.447,27.643,3.484,23.912
1.285,25.404,3.682,23.748
1.453,34.894,3.331,24.848
1.169,28.528,3.418,24.465
1.4,27.47,2.953,24.556
0.978,31.22,3.155,24.412
1.276,30.811,3.12,24.853
1.438,30.439,2.894,24.121
1.487,29.681,3.148,24.765
0.861,29.213,3.646,23.989
1.297,31.176,3.552,23.922
0.893,28.407,2.916,24.016
1.213,30.712,2.929,24.805
0.714,31.481,2.896,24.796
1.964,31.169,2.505,25.034
1.741,31.589,2.591,25.531
1.496,33.131,2.946,24.932
1.188,32.31,3.543,24.601
1.314,33.545,3.222,24.815
2.106,35.425,3.611,25.075
0.885,32.431,2.935,24.948
1.246,28.813,3.518,24.566
1.627,35.366,3.331,25.217
1.498,28.841,4.143,23.887
1.698,31.085,3.458,24.672
1.444,32.503,3.286,24.436
1.447,31.476,3.068,24.448
1.467,32.062,2.074,24.875
0.768,28.805,3.322,23.917
1.513,29.956,3.232,24.11
0.727,26.665,3.196,23.717
1.09,31.629,2.805,24.08
1.361,32.126,2.57,24.017
0.904,26.578,3.385,23.764
1.415,32.675,3.2,24.542
0.895,31.23,3.486,24.049
1.527,31.692,3.181,25.154
1.453,28.864,3.577,23.704
1.184,24.114,4.157,20.199
1.583,30.153,3.972,23.044
1.319,31.931,3.241,24.826
1.391,30.152,3.203,24.218
1.129,33.078,3.329,24.101
1.107,23.542,3.326,23.046
0.886,27.571,3.676,23.045
1.268,30.25,3.441,24.253
1.342,31.906,2.834,24.81
0.809,28.631,3.768,24.486
1.206,26.13,3.361,24.065
1.62,27.852,3.844,23.042
1.31,25.532,3.539,23.848
1.148,27.451,3.327,23.072
1.134,31.088,3.382,23.822
0.829,31.83,3.433,24.438
1.084,32.507,2.981,24.817
1.133,35.889,3.137,25.567
1.205,30.476,2.916,24.863
1.72,27.678,4.088,23.027
0.982,30.729,3.29,24.296
0.984,27.614,3.747,23.54
1.934,26.664,4.326,22.563
1.087,31.929,3.018,24.352
0.92,22.071,3.472,22.593
1.009,31.82,2.892,24.872
1.235,29.204,3.478,24.251
0.27,24.518,4.119,21.904
1.253,28.453,3.768,23.945
1.289,33.464,2.887,25.261
1.304,28.857,3.515,24.576
1.021,28.863,3.338,23.95
0.966,34.283,3.495,24.466
1.089,25.05,3.785,23.26
1.002,28.016,3.221,24.259
1.38,30.827,3.382,24.637
1.284,33.04,3.608,24.133
1.59,32.696,3.205,25.137
1.062,31.906,3.053,23.88
1.199,33.567,3.333,24.893
0.639,33.667,2.628,25.389
0.999,30.399,2.807,25.641
1.592,35.446,2.936,25.812
0.984,31.918,3.039,24.911
1.769,32.826,2.413,26.024
1.05,33.415,2.83,25.51
0.921,29.165,3.63,24.012
0.956,31.44,2.945,24.929
0.896,29.761,3.515,24.025
1.395,32.047,3.031,25.378
0.794,29.444,3.074,24.593
1.605,29.7,2.711,25.842
0.977,31.551,3.102,24.608
1.395,29.835,3.686,24.965
0.891,28.58,3.164,24.436
1.118,23.511,3.552,24.129
1.396,26.309,2.989,24.228
1.061,32.192,3.179,25.011
1.086,24.421,3.627,23.034
1.194,28.414,3.133,25.068
0.693,25.152,3.982,22.133
1.412,28.867,3.092,24.23
0.833,29.702,3.709,24.211
0.765,27.012,3.888,23.448
0.664,30.92,3.275,24.623
1.009,28.916,3.741,23.703
1.246,26.879,3.682,23.618
1.063,28.441,3.263,23.772
1.294,28.311,3.785,23.998
0.402,28.896,3.501,24.169
1.087,28.526,3.703,23.504
1.244,27.655,4.236,24.008
1.135,28.153,3.965,24.015
0.789,30.995,3.206,24.119
1.046,27.777,3.816,23.925
1.146,27.435,3.561,23.529
1.137,34.014,3.361,25.304
1.085,31.732,2.938,24.343
0.873,33.429,3.213,24.91
1.285,29.062,3.443,23.531
1.13,25.953,3.562,23.716
1.15,29.031,3.404,24.268
0.955,29.824,3.641,24.011
0.447,28.168,3.365,23.854
1.071,30.859,3.902,24.38
0.908,23.648,3.535,23.439
1.405,33.39,2.966,25.269
0.992,31.395,3.232,24.783
0.928,32.266,3.285,24.408
0.904,25.459,4.309,22.494
1.208,26.684,4.038,23.794
0.94,30.052,3.958,23.682
0.879,31.337,3.118,23.76
1.119,23.778,3.863,22.462
1.172,29.564,4.106,24.006
1.1,34.007,2.973,24.956
1.078,26.209,3.621,23.667
1.18,35.157,3.281,25.534
1.783,29.976,3.08,24.644
0.917,27.557,4.612,22.808
1.026,30.658,3.709,24.095
1.459,28.619,3.831,24.161
0.828,31.936,3.644,24.556
1.023,28.611,3.661,22.24
1.222,32.093,2.833,25.442
1.298,29.765,3.676,24.251
0.919,30.508,2.875,24.743
0.93,25.769,3.119,24.385
1.489,32.786,3.547,24.592
1.468,31.375,2.964,25.139
0.966,30.188,3.473,24.533
1.7,31.296,3.587,24.474
0.994,22.612,3.725,23.208
0.959,26.97,3.518,24.097
1.485,29.049,3.262,24.36
1.621,32.321,3.012,24.676
1.353,28.671,3.328,23.092
0.86,27.488,3.716,24.008
1.704,29.854,3.422,23.549
1.141,28.468,3.592,24.422
0.967,30.203,3.106,24.639
0.698,29.439,3.376,24.639
1.069,29.447,3.658,22.994
1.395,26.115,3.819,24.156
1.609,29.033,3.473,24.932
1.261,24.449,3.226,23.956
0.492,29.48,3.698,24.032
0.869,28.037,3.259,24.017
1.25,30.64,2.8,25.107
0.994,32.36,2.905,24.595
1.154,32.979,2.871,25.119
1.574,33.26,3.506,24.638
1.118,30.795,3.02,24.802
0.725,29.14,3.87,23.628
0.42,30.712,3.679,23.302
1.478,32.591,2.993,24.863
1.211,30.1,2.905,23.594
1.159,30.88,2.592,25.438
1.189,30.199,3.445,24.837
0.767,27.945,3.613,23.647
1.016,28.78,3.306,24.371
1.202,31.985,3.48,25.116
1.029,34.432,3.449,24.966
1.552,30.248,3.378,24.252
1.239,30.314,3.661,24.538
1.281,31.618,3.094,25.125
1.107,33.153,3.129,25.652
1.175,34.338,3.054,25.867
1.1,33.036,3.418,24.571
1.441,29.613,3.353,24.205
1.357,29.358,3.081,24.744
1.287,34.541,3.12,25.834
1.379,29.81,3.046,25.034
1.443,29.342,3.254,24.388
0.997,27.788,3.367,24.975
0.965,33.122,4.571,24.166
0.796,33.178,2.901,24.859
0.896,30.261,2.973,24.466
0.986,32.18,3.064,24.309
1.034,29.472,3.992,24.088
0.787,28.756,3.851,23.626
1.412,33.291,2.782,25.64
2.42,29.478,3.307,24.14
1.098,33.587,3.257,25.047
1.133,24.457,3.259,23.694
1.07,31.128,3.439,25.009
0.954,32.271,3.154,24.617
1.22,30.153,3.183,24.889
0.776,31.783,3.248,24.732
1.715,31.118,2.849,24.738
1.155,24.629,3.398,23.587
0.994,32.13,3.364,24.471
0.636,29.069,3.445,22.958
1.34,31.054,3.279,24.418
0.953,31.376,2.83,24.59
1.613,32.48,2.941,23.742
1.088,31.919,3.15,24.357
1.554,32.901,2.917,24.349
1.727,32.832,2.623,24.775
1.314,28.375,3.436,24.144
1.428,28.161,3.688,22.746
2.017,29.297,3.089,24.238
1.318,31.819,2.621,24.573
0.395,30.175,3.184,23.307
1.332,28.855,3.128,23.775
1.371,30.657,3.173,23.503
1.141,29.712,3.049,24.347
1.058,29.402,3.582,24.236
1.349,33.006,3.148,24.957
0.773,31.064,3.392,24.43
1.053,31.807,2.651,24.93
1.261,24.862,3.949,22.779
1.414,27.212,3.646,22.81
